 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
800.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
850.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
900.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
950.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1000.000,82.000,246.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1050.000,400.000,1202.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1100.000,498.000,1495.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1150.000,588.000,1764.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1200.000,667.000,2002.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1250.000,747.000,2242.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1300.000,832.000,2498.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1350.000,861.000,2584.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1400.000,868.000,2606.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1450.000,868.000,2606.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1500.000,867.000,2603.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1550.000,867.000,2602.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1600.000,868.000,2606.000,298.000,179.000,473.000,142.000,946.000,142.000, 0.096
1650.000,867.000,2603.000,421.000,253.000,473.000,142.000,946.000,142.000, 0.096
1700.000,867.000,2603.000,593.000,356.000,473.000,142.000,946.000,142.000, 0.096
1750.000,867.000,2602.000,785.000,471.000,473.000,142.000,946.000,142.000, 0.096
1800.000,868.000,2604.000,853.000,512.000,973.000,292.000,946.000,142.000, 0.096
1850.000,867.000,2602.000,888.000,533.000,800.000,240.000,946.000,142.000, 0.096
1900.000,867.000,2602.000,918.000,551.000,473.000,142.000,946.000,142.000, 0.096
1950.000,867.000,2603.000,958.000,575.000,670.000,201.000,946.000,142.000, 0.096
2000.000,867.000,2602.000,990.000,594.000,473.000,142.000,946.000,142.000, 0.096
2050.000,868.000,2604.000,1021.000,613.000,803.000,241.000,946.000,142.000, 0.096
2100.000,868.000,2604.000,1115.000,669.000,913.000,274.000,946.000,142.000, 0.097
2150.000,867.000,2602.000,1148.000,689.000,1123.000,337.000,946.000,142.000, 0.097
2200.000,866.000,2600.000,1181.000,709.000,1143.000,343.000,946.000,142.000, 0.098
2250.000,866.000,2600.000,1220.000,732.000,1340.000,402.000,1033.000,155.000, 0.099
2300.000,867.000,2602.000,1261.000,757.000,1390.000,417.000,1200.000,180.000, 0.101
2350.000,866.000,2599.000,1326.000,796.000,1440.000,432.000,1300.000,195.000, 0.104
2400.000,866.000,2598.000,1405.000,843.000,1476.000,443.000,1400.000,210.000, 0.102
2450.000,864.000,2594.000,1450.000,870.000,1533.000,460.000,1573.000,236.000, 0.107
2500.000,861.000,2585.000,1483.000,890.000,1533.000,460.000,1626.000,244.000, 0.105
2550.000,859.000,2578.000,1525.000,915.000,1603.000,481.000,1733.000,260.000, 0.125
2600.000,853.000,2560.000,1558.000,935.000,1616.000,485.000,1813.000,272.000, 0.120
2650.000,848.000,2546.000,1598.000,959.000,1643.000,493.000,1893.000,284.000, 0.132
2700.000,838.000,2515.000,1633.000,980.000,1646.000,494.000,1906.000,286.000, 0.137
2750.000,824.000,2474.000,1681.000,1009.000,1710.000,513.000,2000.000,300.000, 0.150
2800.000,809.000,2429.000,1715.000,1029.000,1710.000,513.000,2066.000,310.000, 0.150
2850.000,798.000,2396.000,1763.000,1058.000,1753.000,526.000,2093.000,314.000, 0.143
