3500.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
800.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
850.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
900.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
950.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1000.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1050.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1100.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1150.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1200.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1250.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1300.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1350.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1400.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1450.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1500.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1550.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1600.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1650.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1700.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1750.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1800.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1850.000,47.000,142.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1900.000,866.000,2600.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
1950.000,867.000,2603.000,236.000,142.000,473.000,142.000,946.000,142.000, 0.096
2000.000,868.000,2604.000,323.000,194.000,770.000,231.000,946.000,142.000, 0.096
2050.000,868.000,2604.000,375.000,225.000,686.000,206.000,946.000,142.000, 0.096
2100.000,867.000,2602.000,683.000,410.000,473.000,142.000,946.000,142.000, 0.096
2150.000,868.000,2605.000,781.000,469.000,740.000,222.000,946.000,142.000, 0.096
2200.000,868.000,2604.000,828.000,497.000,700.000,210.000,946.000,142.000, 0.096
2250.000,868.000,2604.000,895.000,537.000,766.000,230.000,946.000,142.000, 0.096
2300.000,867.000,2602.000,926.000,556.000,756.000,227.000,946.000,142.000, 0.098
2350.000,867.000,2603.000,985.000,591.000,986.000,296.000,946.000,142.000, 0.102
2400.000,867.000,2603.000,1020.000,612.000,1100.000,330.000,946.000,142.000, 0.103
2450.000,867.000,2601.000,1046.000,628.000,1166.000,350.000,946.000,142.000, 0.110
2500.000,866.000,2599.000,1105.000,663.000,1230.000,369.000,1053.000,158.000, 0.117
2550.000,866.000,2600.000,1146.000,688.000,1273.000,382.000,1186.000,178.000, 0.125
2600.000,864.000,2594.000,1180.000,708.000,1296.000,389.000,1246.000,187.000, 0.127
2650.000,863.000,2589.000,1218.000,731.000,1340.000,402.000,1353.000,203.000, 0.129
2700.000,860.000,2582.000,1246.000,748.000,1353.000,406.000,1380.000,207.000, 0.139
2750.000,857.000,2571.000,1280.000,768.000,1386.000,416.000,1446.000,217.000, 0.143
2800.000,853.000,2559.000,1310.000,786.000,1406.000,422.000,1533.000,230.000, 0.150
2850.000,847.000,2543.000,1343.000,806.000,1453.000,436.000,1573.000,236.000, 0.150
2900.000,836.000,2510.000,1410.000,846.000,1496.000,449.000,1666.000,250.000, 0.166
2950.000,826.000,2479.000,1453.000,872.000,1513.000,454.000,1733.000,260.000, 0.174
3000.000,815.000,2445.000,1491.000,895.000,1543.000,463.000,1753.000,263.000, 0.177
3050.000,805.000,2415.000,1533.000,920.000,1566.000,470.000,1846.000,277.000, 0.183
3100.000,799.000,2397.000,1571.000,943.000,1630.000,489.000,1906.000,286.000, 0.186
3150.000,793.000,2381.000,1593.000,956.000,1596.000,479.000,1906.000,286.000, 0.189
3200.000,841.000,2525.000,1658.000,995.000,1680.000,504.000,1986.000,298.000, 0.193
3250.000,844.000,2534.000,1678.000,1007.000,1690.000,507.000,2000.000,300.000, 0.199
